"DateTime","Final price","Historical Low"
"2016-11-01 17:10:18",59.99,59.99
"2017-03-23 17:30:11",44.99,44.99
"2017-03-27 17:32:19",59.99,44.99
"2017-06-22 21:26:45",35.99,35.99
"2017-07-05 17:34:20",59.99,35.99
"2017-08-17 17:10:12",35.99,35.99
"2017-08-17 17:11:06",59.99,35.99
"2017-08-17 17:12:45",35.99,35.99
"2017-08-17 17:13:48",59.99,35.99
"2017-08-17 17:15:28",35.99,35.99
"2017-08-21 17:21:33",59.99,35.99
"2017-10-26 17:12:35",29.99,29.99
"2017-10-26 17:23:43",59.99,29.99
"2017-10-26 21:05:11",29.99,29.99
"2017-11-01 17:24:15",59.99,29.99
"2017-11-22 18:46:25",29.99,29.99
"2017-11-28 18:16:21",59.99,29.99
"2017-12-07 18:10:26",29.99,29.99
"2017-12-09 18:10:33",59.99,29.99
"2017-12-12 08:11:09",29.99,29.99
"2017-12-21 18:07:57",23.99,23.99
"2018-01-04 18:52:10",29.99,23.99
"2018-02-15 18:09:07",23.99,23.99
"2018-02-19 18:19:32",29.99,23.99
"2018-03-20 17:00:22",22.49,22.49
"2018-03-22 17:00:35",29.99,22.49
"2018-06-21 17:56:02",19.49,19.49
"2018-07-05 17:20:19",29.99,19.49
"2018-09-19 17:10:37",19.49,19.49
"2018-09-24 17:13:01",29.99,19.49
"2018-10-29 17:48:25",19.49,19.49
"2018-11-01 17:55:05",29.99,19.49
"2018-11-21 18:55:23",19.49,19.49
"2018-11-27 19:05:46",29.99,19.49
"2018-12-20 18:07:40",19.49,19.49
"2019-01-08 06:11:51",29.99,19.49
"2019-04-25 17:11:34",14.99,14.99
"2019-05-06 17:25:16",29.99,14.99
"2019-06-25 17:46:24",14.99,14.99
"2019-07-09 18:02:01",29.99,14.99
"2019-09-10 17:10:56",14.99,14.99
"2019-09-13 17:11:39",29.99,14.99
"2019-10-28 17:12:11",14.99,14.99
"2019-11-01 17:19:23",29.99,14.99
"2019-11-26 18:08:54",14.99,14.99
"2019-12-03 18:12:13",29.99,14.99
"2019-12-12 18:02:03",14.99,14.99
"2019-12-14 18:11:54",29.99,14.99
"2019-12-19 18:08:01",14.99,14.99
"2020-01-02 18:14:14",29.99,14.99
"2020-01-23 18:11:51",14.99,14.99
"2020-01-27 19:23:54",29.99,14.99
"2020-02-11 18:02:42",14.99,14.99
"2020-02-17 18:24:41",29.99,14.99
"2020-03-19 17:23:30",14.99,14.99
"2020-03-31 18:21:14",29.99,14.99
"2020-04-30 17:05:40",14.99,14.99
"2020-05-06 17:06:58",29.99,14.99
"2020-06-04 17:10:02",9.89,9.89
"2020-06-15 17:03:47",29.99,9.89
"2020-06-25 17:08:18",9.89,9.89
"2020-07-09 17:40:21",29.99,9.89
"2020-09-17 17:16:15",9.89,9.89
"2020-09-21 17:04:06",29.99,9.89
"2020-09-24 17:10:37",9.89,9.89
"2020-09-28 17:14:25",29.99,9.89
"2020-10-29 17:03:44",9.89,9.89
"2020-11-02 18:27:03",29.99,9.89
"2020-11-25 18:07:53",9.89,9.89
"2020-12-01 18:14:27",29.99,9.89
"2020-12-09 18:02:48",9.89,9.89
"2020-12-14 18:16:14",29.99,9.89
"2020-12-22 18:14:10",9.89,9.89
"2021-01-05 19:34:13",29.99,9.89
"2021-01-21 18:09:47",9.89,9.89
"2021-01-25 18:30:59",29.99,9.89
"2021-02-11 18:07:52",9.89,9.89
"2021-02-15 18:59:13",29.99,9.89
"2021-04-13 17:08:46",9.89,9.89
"2021-04-20 17:05:50",29.99,9.89
"2021-06-24 18:45:32",9.89,9.89
"2021-07-21 17:05:14",29.99,9.89
"2021-10-20 17:05:12",9.89,9.89
"2021-11-01 17:51:00",29.99,9.89
"2021-11-24 18:13:25",9.89,9.89
"2021-12-01 18:20:26",29.99,9.89
"2021-12-08 18:01:33",9.89,9.89
"2021-12-13 18:01:41",29.99,9.89
"2021-12-22 18:02:10",9.89,9.89
"2022-01-05 18:20:43",29.99,9.89
"2022-01-27 18:22:03",9.89,9.89
"2022-02-03 18:22:04",29.99,9.89
"2022-03-14 18:39:21",9.89,9.89
"2022-03-21 17:21:44",29.99,9.89
"2022-04-25 17:10:06",15.89,9.89
"2022-05-02 17:21:43",29.99,9.89
"2022-05-18 07:05:02",19.99,9.89
"2022-05-24 23:01:03",79.99,9.89
"2022-05-25 03:01:02",19.99,9.89
"2022-05-31 17:20:04",9.99,9.89
"2022-06-12 17:01:35",19.99,9.89
"2022-06-23 17:24:46",9.99,9.89
"2022-06-23 17:34:00",9.99,9.89
"2022-07-07 17:22:06",19.99,9.89
"2022-07-13 17:01:34",9.99,9.89
"2022-07-26 17:01:32",19.99,9.89
"2022-09-08 17:01:40",9.99,9.89
"2022-09-19 17:21:45",19.99,9.89
