"DateTime","Final price","Historical Low"
"2017-06-12 05:00:05",59.99,59.99
"2017-11-22 18:02:40",29.99,29.99
"2017-11-22 18:08:51",59.99,29.99
"2017-11-22 18:45:57",29.99,29.99
"2017-11-28 18:15:54",59.99,29.99
"2017-12-07 18:10:29",29.99,29.99
"2017-12-09 18:10:21",59.99,29.99
"2017-12-21 18:09:13",29.99,29.99
"2018-01-04 19:07:00",59.99,29.99
"2018-02-14 17:10:19",29.99,29.99
"2018-02-19 18:19:07",59.99,29.99
"2018-06-10 17:10:27",29.99,29.99
"2018-06-17 17:10:32",59.99,29.99
"2018-06-21 17:44:34",23.99,23.99
"2018-07-05 17:21:49",59.99,23.99
"2018-08-07 17:10:33",23.99,23.99
"2018-08-14 17:11:13",59.99,23.99
"2018-11-21 18:56:50",19.79,19.79
"2018-11-27 19:31:48",59.99,19.79
"2018-12-06 18:21:30",19.79,19.79
"2018-12-11 06:13:03",59.99,19.79
"2018-12-20 18:59:00",19.79,19.79
"2019-01-03 20:13:59",59.99,19.79
"2019-02-04 18:13:46",19.79,19.79
"2019-02-11 21:06:20",59.99,19.79
"2019-06-07 17:01:04",29.99,19.79
"2019-06-17 17:12:15",59.99,19.79
"2019-06-25 17:48:58",19.79,19.79
"2019-07-09 18:04:58",59.99,19.79
"2019-07-23 17:14:33",14.99,14.99
"2019-07-30 17:12:53",59.99,14.99
"2019-10-28 17:14:38",19.79,14.99
"2019-11-01 17:18:45",59.99,14.99
"2019-11-26 18:08:17",14.99,14.99
"2019-12-03 18:21:12",59.99,14.99
"2019-12-03 22:30:11",39.99,14.99
"2019-12-19 18:07:56",9.99,9.99
"2020-01-02 18:13:33",39.99,9.99
"2020-01-23 18:11:16",9.99,9.99
"2020-01-27 19:16:15",39.99,9.99
"2020-04-30 17:05:16",19.99,9.99
"2020-05-06 17:04:46",39.99,9.99
"2020-06-25 17:07:41",11.99,9.99
"2020-07-09 17:44:23",39.99,9.99
"2020-08-04 17:05:45",11.99,9.99
"2020-08-11 17:05:50",39.99,9.99
"2020-10-29 17:03:09",19.99,9.99
"2020-11-02 18:27:48",39.99,9.99
"2020-11-25 18:07:15",7.99,7.99
"2020-12-01 18:55:30",39.99,7.99
"2020-12-22 18:22:33",9.99,7.99
"2021-01-05 19:28:43",39.99,7.99
"2021-02-11 18:07:18",9.99,7.99
"2021-02-15 19:19:41",39.99,7.99
"2021-04-29 17:09:06",19.99,7.99
"2021-05-06 17:08:52",39.99,7.99
"2021-06-24 18:39:35",11.99,7.99
"2021-07-08 17:24:09",39.99,7.99
"2021-08-10 17:05:32",11.99,7.99
"2021-08-24 17:05:33",39.99,7.99
"2021-10-28 17:38:12",13.19,7.99
"2021-11-01 17:43:35",39.99,7.99
"2021-11-24 18:08:39",7.99,7.99
"2021-11-24 18:30:42",7.99,7.99
"2021-12-01 18:21:31",39.99,7.99
"2021-12-22 18:02:54",7.99,7.99
"2022-01-05 18:21:11",39.99,7.99
"2022-01-27 18:22:38",7.99,7.99
"2022-02-03 18:22:39",39.99,7.99
"2022-06-09 17:01:51",7.99,7.99
"2022-06-13 17:22:03",39.99,7.99
"2022-06-23 17:26:06",7.99,7.99
"2022-06-23 17:34:39",7.99,7.99
"2022-07-07 17:22:48",39.99,7.99
"2022-08-16 17:01:50",7.99,7.99
"2022-08-30 17:01:48",39.99,7.99
"2022-10-25 17:18:38",5.99,5.99
"2022-11-01 17:22:00",39.99,5.99
"2022-11-22 18:09:50",7.99,5.99
"2022-11-29 18:27:41",39.99,5.99
"2022-12-22 18:09:48",7.99,5.99
"2023-01-05 18:28:32",39.99,5.99
"2023-03-16 17:22:28",7.99,5.99
"2023-03-23 17:22:38",39.99,5.99
"2023-06-29 17:32:35",7.99,5.99
"2023-07-13 17:22:44",39.99,5.99
"2023-08-02 17:01:47",7.99,5.99
"2023-08-16 17:01:46",39.99,5.99
"2023-10-26 17:21:52",5.99,5.99
"2023-11-02 17:26:56",39.99,5.99
"2023-11-21 18:26:55",5.99,5.99
"2023-11-28 18:27:59",39.99,5.99
"2023-12-21 18:36:49",5.99,5.99
"2024-01-11 18:01:50",39.99,5.99
"2024-03-14 17:41:02",7.99,5.99
"2024-03-21 17:28:12",39.99,5.99
"2024-06-27 17:51:11",7.99,5.99
"2024-07-11 17:27:59",39.99,5.99
"2024-08-08 17:01:52",7.99,5.99
"2024-08-21 17:01:42",39.99,5.99
"2024-10-28 17:22:03",7.99,5.99
"2024-11-04 18:22:01",39.99,5.99
"2024-11-27 18:22:38",7.99,5.99
"2024-12-04 18:28:09",39.99,5.99
"2024-12-19 20:30:41",7.99,5.99
"2025-01-02 19:01:46",39.99,5.99
"2025-03-13 17:16:53",7.99,5.99
"2025-03-20 18:01:33",39.99,5.99
"2025-05-26 17:21:35",7.99,5.99
"2025-06-02 17:21:10",39.99,5.99
"2025-06-26 19:02:40",7.99,5.99
"2025-07-10 17:11:20",39.99,5.99
"2025-07-30 17:01:49",7.99,5.99
"2025-08-13 17:01:10",39.99,5.99
"2025-09-29 17:09:13",7.99,5.99
"2025-10-06 17:11:22",39.99,5.99
"2025-10-27 17:11:35",7.99,5.99
"2025-11-03 18:11:13",39.99,5.99
"2025-12-11 00:10:11",39.99,5.99
"2025-12-11 00:10:11",,5.99
