"DateTime","Final price","Historical Low"
"2024-05-30 22:50:02",69.99,69.99
"2024-11-27 18:33:41",55.99,55.99
"2024-12-04 18:33:45",69.99,55.99
"2024-12-12 18:03:25",63.99,55.99
"2024-12-18 18:03:45",69.99,55.99
"2024-12-19 20:30:27",55.99,55.99
"2025-01-02 19:01:24",69.99,55.99
"2025-03-13 17:16:16",48.99,48.99
"2025-03-20 18:01:11",69.99,48.99
"2025-06-12 13:35:03",41.99,41.99
"2025-06-19 13:35:03",69.99,41.99
"2025-06-26 17:21:32",41.99,41.99
"2025-06-26 19:57:57",41.99,41.99
"2025-07-10 17:11:07",69.99,41.99
"2025-11-24 18:11:11",34.99,34.99
"2025-12-08 18:11:09",69.99,34.99
"2025-12-11 00:06:04",69.99,34.99
"2025-12-11 00:06:04",,34.99
